52.7835,534.524
53.0392,537.773
52.7835,531.129
53.2684,536.751
48.834,534.736
49.0007,534.633
55.2543,531.064
48.6458,536.374
48.6458,534.487
53.471,538.812
48.4055,538.617
53.114,538.276
48.6458,539.036
54.8628,532.018
48.5927,531.279
48.6548,539.073
48.5664,534.414
44.595,533.603
52.9767,534.633
53.0392,530.802
52.7191,537.695
48.507,535.836
49.0435,533.684
49.0435,531.047
48.9517,535.499
53.1794,535.737
52.7835,534.724
52.7835,535.913
48.6201,534.64
53.1793,531.145
53.1794,532.059
52.9767,534.367
48.8445,535.679
49.1354,534.751
53.114,534.47
53.1793,531.633
48.6458,537.586
48.8486,531.354
48.507,534.841
48.5927,534.466
49.2715,531.767
44.2406,531.083
52.7835,530.951
48.8466,531.13
53.1794,534.667
48.6458,528.613
55.2543,531.214
48.5927,533.82
44.4222,537.98
48.5517,533.934
52.7835,534.418
53.114,531.514
48.3508,538.754
48.6988,538.801
48.8272,535.534
53.114,535.701
44.4373,538.812
48.6548,535.773
48.8979,534.487
48.8874,531.317
53.114,535.37
48.9465,538.647
48.6458,531.284
53.1168,538.482
51.5361,535.81
48.993,536.192
48.507,535.673
53.3194,531.376
52.7835,534.558
53.1794,537.682
51.329,531.139
48.6548,533.734
52.7835,531.185
48.6458,533.741
53.3194,528.3
48.7435,536.298
53.1168,531.668
48.8466,534.543
55.3089,539.061
53.3194,533.861
48.6458,530.95
51.3163,534.321
48.4365,531.231
49.091,531.163
53.0392,534.596
52.9274,531.46
48.6175,536.082
48.9536,537.758
44.3231,531.229
48.8559,531.247
48.2798,538.876
48.2943,535.591
48.872,538.76
53.1168,538.639
48.8354,534.721
53.0392,538.921
49.1129,537.817
55.3992,534.579
53.1168,538.389
51.7854,538.336
52.5919,533.927
48.6908,531.095
48.809,535.55
52.9142,540.033
49.174,535.55
53.1168,531.172
44.6341,534.66
53.0515,530.92
55.3523,535.773
51.5805,531.342
48.7528,533.732
53.1887,538.777
52.8498,539.194
45.0125,533.946
52.9142,534.529
52.9142,534.815
48.7527,537.49
48.9046,535.938
52.9142,534.519
48.9457,531.013
49.0508,538.679
48.8292,531.156
51.4906,533.882
48.3508,537.985
48.5517,531.086
53.0392,531.925
53.1793,535.839
48.8426,530.957
48.6458,535.653
55.3012,535.623
52.9208,538.812
52.9861,531.163
49.0077,535.478
48.7058,531.257
48.8068,537.639
51.565,538.641
49.0311,533.478
44.2401,539.58
56.5251,535.773
48.5925,536.293
48.9422,538.699
51.0132,535.81
53.1794,535.773
48.8068,537.867
44.4649,534.427
55.4461,534.564
48.6802,535.773
49.1129,537.89
52.9861,538.451
48.9392,533.886
48.6129,535.533
48.6458,535.701
53.3194,534.575
53.0932,534.129
50.4709,535.524
44.5804,541.318
40.8413,539.509
40.5897,541.149
50.4151,536.209
48.7171,537.088
53.2052,536.955
51.0807,539.533
48.9715,513.059
48.8593,535.036
48.6593,534.862
48.7613,538.913
48.3804,534.742
52.7302,537.749
44.3229,539.646
52.9444,539.789
44.5556,541.836
48.4687,541.897
52.7247,535.658
48.6458,539.561
48.2305,539.646
52.7247,539.644
52.4954,538.064
52.4092,537.972
48.4421,542.139
45.7338,537.815
52.7835,535.566
48.6313,532.635
48.3448,535.318
48.2619,537.999
48.6458,538.146
52.5639,539.362
52.7247,537.971
48.6857,530.667
52.619,541.837
48.6317,533.963
45.2762,528.493
48.567,539.283
47.7115,536.674
46.7024,540.258
40.4024,533.393
51.3283,542.274
42.485,533.756
44.6448,533.227
47.1229,539.67
46.9904,536.592
51.4195,531.792
41.4933,537.419
49.9209,533.12
45.7023,536.996
49.9316,532.344
45.4556,539.662
45.0037,537.631
44.0804,535.782
44.1201,539.473
43.9246,534.331
48.1514,534.539
42.7957,538.727
42.2387,535.182
47.8273,535.596
44.0239,538.307
44.7663,537.896
44.6266,533.426
44.5354,533.14
46.119,530.298
39.898,535.492
38.8694,533.477
45.4202,533.127
43.5147,537.7
38.8486,537.545
39.2966,539.704
39.4893,537.701
43.9572,537.5
39.5652,532.617
39.7003,536.846
44.4459,532.156
39.9831,536.284
44.3939,527.18
35.3876,531.442
39.5992,531.402
43.7353,535.963
40.7482,531.613
41.3975,535.736
45.8253,535.942
46.4057,529.407
41.3917,538.574
45.8482,532.197
41.5821,532.453
41.4623,532.806
37.7828,537.472
38.7292,533.274
44.3706,538.165
48.2197,538.991
44.5096,535.218
49.0818,541.194
50.5731,540.865
46.4584,544.603
47.0539,538.753
51.6721,539.389
48.5117,545.262
53.2138,546.897
45.8385,544.165
50.9772,544.761
51.9928,551.149
48.3698,554.333
54.0778,553.05
56.0211,558.024
51.9175,556.498
55.2419,557.357
58.9765,558.578
56.7919,560.488
67.2315,561.836
64.8219,559.569
66.9442,565.427
68.0604,562.589
73.4054,564.825
76.6066,565.686
77.2434,571.346
77.4531,570.42
82.4211,571.623
80.8437,574.161
81.3851,574.985
81.0983,577.496
86.4219,585.065
90.4231,585.763
93.7316,579.984
92.0758,584.967
95.0185,586.92
99.2085,575.378
98.375,589.796
101.057,592.231
103.824,593.875
108.145,582.962
106.145,640
111.936,640
104.006,595.25
110.294,589.235
111.68,640
113.367,640
111.479,640
113.286,640
117.064,640
113.75,640
118.797,640
119.234,640
114.844,640
121.915,640
121.954,640
123.248,640
120.316,640
125.604,640
126.307,640
122.418,640
127.466,640
120.129,640
130.024,640
121.863,640
121.683,640
125.849,640
124.997,640
123.985,640
117.461,640
120.962,640
114.768,640
123.742,640
117.316,640
116.535,640
115.587,640
113.468,640
110.05,640
110.088,640
107.343,640
107.331,592.769
101.93,591.667
98.723,601.937
96.4293,600.237
96.5231,599.04
100.401,598.629
95.1898,597.969
99.9558,598.179
94.7295,594.042
94.6342,598.183
99.137,593.264
94.6143,594.373
93.9144,595.496
93.7676,595.962
98.7186,600.245
91.4004,595.619
103.987,595.82
99.3273,592.442
99.4856,590.165
92.6548,589.798
96.9946,593.453
106.743,587.008
94.8472,593.344
99.0738,592.589
98.9156,587.983
91.653,587.385
96.2181,585.532
91.4732,588.219
98.5266,586.267
91.274,590.217
98.2057,585.803
98.8349,589.503
104.025,589.496
99.4946,589.454
104.249,589.256
98.223,585.142
98.4991,586.656
91.7011,589.068
101.496,588.82
99.2337,589.462
94.8763,589.294
94.6878,589.055
92.19,589.617
94.3236,588.926
94.5239,588.742
94.1829,584.033
94.6032,585.077
94.2708,583.674
94.0378,583.461
98.7774,583.428
101.183,583.58
100.577,583.251
92.8648,586.828
93.1164,582.331
96.8977,582.052
93.9576,586.117
96.752,585.92
91.6922,585.068
91.6306,581.951
95.8506,588.535
88.768,584.018
95.2132,582.879
92.3039,583.074
90.7577,577.449
99.7186,581.592
94.4701,580.289
94.67,579.96
94.2294,578.771
93.7092,577.923
93.3624,576.645
93.3759,572.177
86.5741,572.256
88.9277,575.59
94.1052,574.762
94.0097,574.621
98.0229,574.283
93.0641,571.286
92.4291,568.441
92.3455,572.604
92.6282,572.415
92.4111,564.905
97.0115,574.802
87.1167,569.541
86.5623,571.97
91.6747,571.373
90.8784,575.202
86.5487,566.681
90.4869,575.435
90.3532,566.493
87.4061,570.995
87.4968,570.829
89.4468,566.155
89.1448,570.05
88.6188,569.899
84.1333,569.965
92.4536,569.929
83.3652,566.587
87.5864,566.693
87.5911,563.947
92.2674,565.627
91.8835,565.128
86.6376,566.615
86.4236,566.003
88.8145,566.076
90.2859,565.393
84.9945,565.257
89.3393,564.465
89.0836,563.752
84.5784,565.174
78.3894,562.539
75.575,565.149
